,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,In_nascent_v0,keyword,IsGRO-seq (TRUE or FALSE),keyword
SRR6165064,12/12/17 16:05,10/12/17 14:53,28216996,8465098800,28216996,300,3573,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165064,SRX3276141,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587425,SAMN07777199,simple,9606,Homo sapiens,GSM2809573,,,,,,,no,,,,,GEO,SRA614295,,public,C17F8218ACC1CFE9CF207CBAEFD484BB,18521631CB2BCC993914B5F9B4D3C20F,FALSE,,,
SRR6165065,12/12/17 16:05,10/12/17 14:53,28077525,8423257500,28077525,300,3548,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165065,SRX3276141,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587425,SAMN07777199,simple,9606,Homo sapiens,GSM2809573,,,,,,,no,,,,,GEO,SRA614295,,public,4A8496DDFB16CE3F163B129FAAECA630,33A896CB9F6ABEFEF3CA4BDD1A02C323,FALSE,,,
SRR6165066,12/12/17 16:05,10/12/17 14:48,21594034,6478210200,21594034,300,2622,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165066,SRX3276141,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587425,SAMN07777199,simple,9606,Homo sapiens,GSM2809573,,,,,,,no,,,,,GEO,SRA614295,,public,A51182386B7224728E6E367D1C1D3B5D,5E4A4ED594397C459E0C67E219CED2C9,FALSE,,,
SRR6165067,12/12/17 16:05,10/12/17 14:48,21511628,6453488400,21511628,300,2609,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165067,SRX3276141,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587425,SAMN07777199,simple,9606,Homo sapiens,GSM2809573,,,,,,,no,,,,,GEO,SRA614295,,public,5C79389487CAF7CC668C135ED81C0022,9C76F64E4CF0CF1545B59CA4760DDCF0,FALSE,,,
SRR6165068,12/12/17 16:05,10/12/17 15:01,24817851,7445355300,24817851,300,3176,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165068,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,06B14C2F36F1F714C4EB3ECE18742679,F7055F993581408EC2873BCC4FE679AC,FALSE,,,
SRR6165069,12/12/17 16:05,10/12/17 14:40,8588584,2576575200,8588584,300,1046,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165069,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,C2E9053470411376AAE8476EBD193787,D50085894FAFEE0F18D24CABED2CF89B,FALSE,,,
SRR6165070,12/12/17 16:05,10/12/17 14:59,24677889,7403366700,24677889,300,3165,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165070,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,B5DACC5241970018FB7AFC7103B7F266,686C93A7365908B2EE29FD823DBD8077,FALSE,,,
SRR6165071,12/12/17 16:05,10/12/17 14:51,24570738,7371221400,24570738,300,3150,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165071,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,AE0CF11AA24F4A6EECF98E85F77B790A,77026152B2D2FB90B2AC22DBF9B2812D,FALSE,,,
SRR6165072,12/12/17 16:05,10/12/17 14:51,24714638,7414391400,24714638,300,3166,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165072,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,024469119B0D14036899AD97C44651F0,0C3F8BA2465845ED24DAFF8F5521AB3A,FALSE,,,
SRR6165073,12/12/17 16:05,10/12/17 15:12,24511864,7353559200,24511864,300,3156,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165073,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,E7F987FF77C4A73D483F8396FBD22E2F,19F74F67829247B2DB283F86F4ACC3A5,FALSE,,,
SRR6165074,12/12/17 16:05,10/12/17 14:52,23326826,6998047800,23326826,300,2962,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165074,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,A16A8291808E7CC4B370B96F2B42EC19,4E18BA2BA4739432589268101189B3C4,FALSE,,,
SRR6165075,12/12/17 16:05,10/12/17 14:53,23217642,6965292600,23217642,300,2942,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165075,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,1D365198A44EDEC5B4D1323BC5C78BFC,7ED0FF2507BD8C3A7CD7DD5A27F9B4C4,FALSE,,,
SRR6165076,12/12/17 16:05,10/12/17 14:51,18137478,5441243400,18137478,300,2210,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165076,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,4C6BAE46F8C4F06FB009F8CC54BF287D,38FCBB7A6BE7E12BAB8206C758C91CA6,FALSE,,,
SRR6165077,12/12/17 16:05,10/12/17 14:48,18082250,5424675000,18082250,300,2201,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165077,SRX3276142,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587426,SAMN07777198,simple,9606,Homo sapiens,GSM2809574,,,,,,,no,,,,,GEO,SRA614295,,public,8E99A0EFA67BF0EC9E657FCEDD713390,1F361DF5D49837300154AE2CCA1331DA,FALSE,,,
SRR6165078,12/12/17 16:05,10/12/17 14:52,25986710,7796013000,25986710,300,3301,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165078,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,AA7194C69D299DF011B0A89472B432A8,A24E5D6743B7DEE78FF28E58DE648BBE,FALSE,,,
SRR6165079,12/12/17 16:05,10/12/17 14:41,7217770,2165331000,7217770,300,877,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165079,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,DA19AC156F4430A3427AD15B2525A817,34B37EDD4029CE138877BAADF8547342,FALSE,,,
SRR6165080,12/12/17 16:05,10/12/17 14:57,25898064,7769419200,25898064,300,3298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165080,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,163D6E47AF03FF1B646AC11C2C220315,46C3AC72F9DD3BADCCF303E716200FE3,FALSE,,,
SRR6165081,12/12/17 16:05,10/12/17 15:03,25679033,7703709900,25679033,300,3268,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165081,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,4A57D37E757899EB3FA6095FDEC56055,872585BCE5C4741753515EEEF06D3F62,FALSE,,,
SRR6165082,12/12/17 16:05,10/12/17 15:01,25841475,7752442500,25841475,300,3287,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165082,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,57D18D9BFFE12AA4E2D4DE1E00A9D2B6,A5FD4C8C2E0CE99848CAF2852357D82B,FALSE,,,
SRR6165083,12/12/17 16:05,10/12/17 14:58,25625210,7687563000,25625210,300,3275,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165083,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,553DEDCB2B3E1699BE6F4AEB3F945A6F,5770AF78E8353AFA356D6D7F33BA3E0E,FALSE,,,
SRR6165084,12/12/17 16:05,10/12/17 14:54,23876373,7162911900,23876373,300,3007,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165084,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,28FD74D12B7F68E34438283D21F70CC8,91A771E3BF8B4E129E50D4B07E6C3C1F,FALSE,,,
SRR6165085,12/12/17 16:05,10/12/17 14:55,23766866,7130059800,23766866,300,2988,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165085,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,634937E6473FF55C28E4C8E6DC9640B7,FDDE4737DAA181327302295AEC0F1DA7,FALSE,,,
SRR6165086,12/12/17 16:05,10/12/17 14:48,15102223,4530666900,15102223,300,1834,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165086,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,1CFEFD4F0035748E9F4F553D0ED46E3B,F423CB4DC0CC696AE6FF516D62B0F779,FALSE,,,
SRR6165087,12/12/17 16:05,10/12/17 14:48,15094449,4528334700,15094449,300,1832,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165087,SRX3276143,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587427,SAMN07777197,simple,9606,Homo sapiens,GSM2809575,,,,,,,no,,,,,GEO,SRA614295,,public,6076865AEA563EA05AA5DEA4B5D8C1DD,7EC2746C79DFFA890A2D1E58781C9890,FALSE,,,
SRR6165088,12/12/17 16:05,10/12/17 15:02,28301209,8490362700,28301209,300,3634,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165088,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,9D42718E9D8267E4AE2C032E62623D96,0D5E6CE4D2B3EA6E565C19D92B1F4F2D,FALSE,,,
SRR6165089,12/12/17 16:05,10/12/17 14:42,7775838,2332751400,7775838,300,952,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165089,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,FD590512D05D7A4F025C8747233749C6,40EF0700B0DB634F3F8A4F45E39D9064,FALSE,,,
SRR6165090,12/12/17 16:05,10/12/17 15:02,28387176,8516152800,28387176,300,3652,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165090,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,594A6F5C7D4E04C5ECEAAD4A7E64FC87,C759A1B810760DBEBA60D0C2FADD3502,FALSE,,,
SRR6165091,12/12/17 16:05,10/12/17 15:05,28082382,8424714600,28082382,300,3612,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165091,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,A07D73B40F459F74FC8E5582C39A3903,06ED50F8A58ABDD6BABEA21C8716C9CD,FALSE,,,
SRR6165092,12/12/17 16:05,10/12/17 15:08,28272879,8481863700,28272879,300,3636,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165092,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,09A902BFD829F2A62FEC2520AE0D7757,AFF5ECB7ACAE9FAD86E17AEA13155ADA,FALSE,,,
SRR6165093,12/12/17 16:05,10/12/17 15:02,27980253,8394075900,27980253,300,3614,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165093,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,BC6B5674B473AE6839949DB4CB1BBFA8,77E718259FE93F0EBDE5FC44C024CC6C,FALSE,,,
SRR6165094,12/12/17 16:05,10/12/17 15:00,25611587,7683476100,25611587,300,3266,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165094,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,4A5105FED1C326B83FC3EC420A821955,990EFC5EF28DE74078E03E18610BFC67,FALSE,,,
SRR6165095,12/12/17 16:05,10/12/17 15:01,25508636,7652590800,25508636,300,3245,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165095,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,6D8F265597156A4828D0ADA04AFB46E7,A991171506426B3B9CFFECB9F92332B4,FALSE,,,
SRR6165096,12/12/17 16:05,10/12/17 15:00,16118593,4835577900,16118593,300,1971,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165096,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,C320AF16B586D5F8B07CDA7286CBCFA0,6DD08854D812D984886BC5E4F46AB2FA,FALSE,,,
SRR6165097,12/12/17 16:05,10/12/17 14:53,16059725,4817917500,16059725,300,1963,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165097,SRX3276144,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587429,SAMN07777196,simple,9606,Homo sapiens,GSM2809576,,,,,,,no,,,,,GEO,SRA614295,,public,2C4ABF56A6472C98DD957F6F4390050C,AF7D6422BD46E265A2BE19D6CEBA2A28,FALSE,,,
SRR6165098,12/12/17 16:05,10/12/17 15:04,29362017,8808605100,29362017,300,3787,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165098,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,19C42DC138BE60C1B34C7B84F295D149,0AA482FF1DEAC709D041E029E12B499E,FALSE,,,
SRR6165099,12/12/17 16:05,10/12/17 14:46,8321990,2496597000,8321990,300,1022,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165099,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,FE6C8443E69F120C7397CEDAB23BF4D8,90820FB554437275267CBB87ED561537,FALSE,,,
SRR6165100,12/12/17 16:05,10/12/17 15:09,29259556,8777866800,29259556,300,3776,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165100,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,922F2B58134B7D9D755D045223A9C573,A782CF21E06907AD4D082034EAE7DC43,FALSE,,,
SRR6165101,12/12/17 16:05,10/12/17 15:04,28983976,8695192800,28983976,300,3741,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165101,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,1383FE9C85B7013136C5B8F917C55183,578BF5F4BB6F5A3D41BD21E1F92EF570,FALSE,,,
SRR6165102,12/12/17 16:05,10/12/17 15:32,29182719,8754815700,29182719,300,3765,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165102,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,535480E88DAAAD3F425A8441F599485A,22557DCD8FE5D53FCFADB838AAD9A1D3,FALSE,,,
SRR6165103,12/12/17 16:05,10/12/17 15:04,28947588,8684276400,28947588,300,3752,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165103,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,42FD455BCADBA078FFA1252FFECB7ECB,CC0B1BEE183A068C214F21D17AD73C7A,FALSE,,,
SRR6165104,12/12/17 16:05,10/12/17 15:13,26878290,8063487000,26878290,300,3462,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165104,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,FDB5CB8F2C9A2EFF077AC63672A26A34,DD8C9F65B4037B4C19EDD731DC15B30D,FALSE,,,
SRR6165105,12/12/17 16:05,10/12/17 15:40,26807969,8042390700,26807969,300,3445,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165105,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,2386009BE342E7A79B3512A9AD14C879,AF4E935310A7DC05E6E030BD619E2A60,FALSE,,,
SRR6165106,12/12/17 16:05,10/12/17 14:56,17617069,5285120700,17617069,300,2164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165106,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,7532FF0FAAB4200A167996253EB3E226,5FCAD8AB8B1E0E7031655736197737B4,FALSE,,,
SRR6165107,12/12/17 16:05,10/12/17 14:59,17618277,5285483100,17618277,300,2161,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165107,SRX3276145,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587430,SAMN07777195,simple,9606,Homo sapiens,GSM2809577,,,,,,,no,,,,,GEO,SRA614295,,public,560C36C58879AACB07DA7F16B1E7599D,6DDA6C7001C61BAB7702B93C69E8264F,FALSE,,,
SRR6165108,12/12/17 16:05,10/12/17 15:28,32133277,7342166100,16814497,228,3077,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165108,SRX3276146,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587431,SAMN07777194,simple,9606,Homo sapiens,GSM2809578,,,,,,,no,,,,,GEO,SRA614295,,public,99B64AB47605AF4E27BE139A1E11F19D,8DA863175A16A03AB60BCA1013814798,FALSE,,,
SRR6165109,12/12/17 16:05,10/12/17 14:54,8103765,2431129500,8103765,300,1005,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165109,SRX3276146,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587431,SAMN07777194,simple,9606,Homo sapiens,GSM2809578,,,,,,,no,,,,,GEO,SRA614295,,public,CC5F0D1062782519781A3486A97F27F8,42834E991DA0C6BEDCCCA4946C07EE53,FALSE,,,
SRR6165110,12/12/17 16:05,10/12/17 15:44,32184692,9655407600,32184692,300,4200,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165110,SRX3276146,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587431,SAMN07777194,simple,9606,Homo sapiens,GSM2809578,,,,,,,no,,,,,GEO,SRA614295,,public,408768102FF5D797FA8B390E1F2888BE,0690CD26CD24103C24BB194E9FEC39B3,FALSE,,,
SRR6165111,12/12/17 16:05,10/12/17 15:36,31900262,9570078600,31900262,300,4165,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165111,SRX3276146,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587431,SAMN07777194,simple,9606,Homo sapiens,GSM2809578,,,,,,,no,,,,,GEO,SRA614295,,public,4FD975A5119AE586C1C8AC4870F7BC63,525DA0CBF553C818466C6AE06E503C1D,FALSE,,,
SRR6165112,12/12/17 16:05,10/12/17 15:27,32043525,9613057500,32043525,300,4183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165112,SRX3276146,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587431,SAMN07777194,simple,9606,Homo sapiens,GSM2809578,,,,,,,no,,,,,GEO,SRA614295,,public,7DC54815104744BAFD052E2821A48A12,77A127A20EB269D774E58C0F941DF68C,FALSE,,,
SRR6165113,12/12/17 16:05,10/12/17 15:42,31814168,9544250400,31814168,300,4171,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/006020/SRR6165113,SRX3276146,,Hi-C,other,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP118999,PRJNA412395,,412395,SRS2587431,SAMN07777194,simple,9606,Homo sapiens,GSM2809578,,,,,,,no,,,,,GEO,SRA614295,,public,7574B14C7733BA6ED77E1A0AFE14E0BD,F6E84CABA726374D3DD4564375CB48B4,FALSE,,,
